ScheduleDayName,ScheduleTypeLimits,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
ResidentialCommonWtrHtrSetptSun,Temperature,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
ResidentialCommonElevatorWD,Fraction,0,0,0,0,0,0,0,0.35,0.69,0.43,0.37,0.43,0.58,0.48,0.37,0.37,0.46,0.62,0.2,0.12,0.04,0.04,0,0
ResidentialCommonElevatorSat,Fraction,0,0,0,0,0,0,0,0.35,0.69,0.43,0.37,0.43,0.58,0.48,0.37,0.37,0.46,0.62,0.2,0.12,0.04,0.04,0,0
ResidentialCommonElevatorSun,Fraction,0,0,0,0,0,0,0,0.35,0.69,0.43,0.37,0.43,0.58,0.48,0.37,0.37,0.46,0.62,0.2,0.12,0.04,0.04,0,0
ResidentialCommonEscalatorWD,Fraction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ResidentialCommonEscalatorSat,Fraction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ResidentialCommonEscalatorSun,Fraction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ResidentialCommonRefrigerationWD,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
ResidentialCommonRefrigerationSat,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
ResidentialCommonRefrigerationSun,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
ResidentialLivingOccupancyWD,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.7,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.5,0.5,0.7,0.7,0.8,0.9,0.9
ResidentialLivingOccupancySat,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.7,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.5,0.5,0.7,0.7,0.8,0.9,0.9
ResidentialLivingOccupancySun,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.7,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.5,0.5,0.7,0.7,0.8,0.9,0.9
ResidentialLivingLightsWD,Fraction,0.1,0.1,0.1,0.1,0.1,0.3,0.45,0.45,0.45,0.45,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.8,0.9,0.8,0.6,0.3
ResidentialLivingLightsSat,Fraction,0.1,0.1,0.1,0.1,0.1,0.3,0.45,0.45,0.45,0.45,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.8,0.9,0.8,0.6,0.3
ResidentialLivingLightsSun,Fraction,0.1,0.1,0.1,0.1,0.1,0.3,0.45,0.45,0.45,0.45,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.8,0.9,0.8,0.6,0.3
ResidentialLivingReceptacleWD,Fraction,0.1,0.1,0.1,0.1,0.1,0.3,0.45,0.45,0.45,0.45,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.8,0.9,0.8,0.6,0.3
ResidentialLivingReceptacleSat,Fraction,0.1,0.1,0.1,0.1,0.1,0.3,0.45,0.45,0.45,0.45,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.8,0.9,0.8,0.6,0.3
ResidentialLivingReceptacleSun,Fraction,0.1,0.1,0.1,0.1,0.1,0.3,0.45,0.45,0.45,0.45,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.8,0.9,0.8,0.6,0.3
ResidentialLivingHVACAvailWD,OnOff,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ResidentialLivingHVACAvailSat,OnOff,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ResidentialLivingHVACAvailSun,OnOff,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ResidentialLivingServiceHotWaterWD,Fraction,0.014,0.008,0.009,0.011,0.02,0.044,0.089,0.107,0.089,0.066,0.052,0.038,0.036,0.033,0.032,0.026,0.042,0.048,0.052,0.047,0.042,0.039,0.036,0.022
ResidentialLivingServiceHotWaterSat,Fraction,0.018,0.01,0.009,0.008,0.015,0.023,0.026,0.047,0.077,0.083,0.074,0.061,0.051,0.043,0.039,0.039,0.052,0.058,0.056,0.052,0.047,0.044,0.04,0.028
ResidentialLivingServiceHotWaterSun,Fraction,0.018,0.01,0.009,0.008,0.015,0.023,0.026,0.047,0.077,0.083,0.074,0.061,0.051,0.043,0.039,0.039,0.052,0.058,0.056,0.052,0.047,0.044,0.04,0.028
ResidentialLivingGasEquipWD,Fraction,0,0,0,0,0,0,0.5,0.5,0,0,0,0.2,0.2,0,0,0,0.5,0.5,0.5,0,0,0,0,0
ResidentialLivingGasEquipSat,Fraction,0,0,0,0,0,0,0.5,0.5,0,0,0,0.2,0.2,0,0,0,0.5,0.5,0.5,0,0,0,0,0
ResidentialLivingGasEquipSun,Fraction,0,0,0,0,0,0,0.5,0.5,0,0,0,0.2,0.2,0,0,0,0.5,0.5,0.5,0,0,0,0,0
ResidentialLivingHtgSetptWD,Temperature,60,60,60,60,60,60,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,60,60
ResidentialLivingHtgSetptSat,Temperature,60,60,60,60,60,60,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,60,60
ResidentialLivingHtgSetptSun,Temperature,60,60,60,60,60,60,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,60,60
ResidentialLivingClgSetptWD,Temperature,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
ResidentialLivingClgSetptSat,Temperature,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
ResidentialLivingClgSetptSun,Temperature,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
ResidentialLivingInfiltrationWD,Fraction,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
ResidentialLivingInfiltrationSat,Fraction,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
ResidentialLivingInfiltrationSun,Fraction,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
ResidentialLivingWtrHtrSetptWD,Temperature,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
ResidentialLivingWtrHtrSetptSat,Temperature,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
ResidentialLivingWtrHtrSetptSun,Temperature,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130
ResidentialLivingElevatorWD,Fraction,0,0,0,0,0,0,0,0.35,0.69,0.43,0.37,0.43,0.58,0.48,0.37,0.37,0.46,0.62,0.2,0.12,0.04,0.04,0,0
ResidentialLivingElevatorSat,Fraction,0,0,0,0,0,0,0,0.35,0.69,0.43,0.37,0.43,0.58,0.48,0.37,0.37,0.46,0.62,0.2,0.12,0.04,0.04,0,0
ResidentialLivingElevatorSun,Fraction,0,0,0,0,0,0,0,0.35,0.69,0.43,0.37,0.43,0.58,0.48,0.37,0.37,0.46,0.62,0.2,0.12,0.04,0.04,0,0
ResidentialLivingEscalatorWD,Fraction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ResidentialLivingEscalatorSat,Fraction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ResidentialLivingEscalatorSun,Fraction,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ResidentialLivingRefrigerationWD,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
ResidentialLivingRefrigerationSat,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
ResidentialLivingRefrigerationSun,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
RestaurantOccupancyWD,Fraction,0.15,0.15,0.05,0,0,0,0,0.05,0.05,0.05,0.2,0.5,0.8,0.7,0.4,0.2,0.25,0.5,0.8,0.8,0.8,0.5,0.35,0.2
RestaurantOccupancySat,Fraction,0.3,0.25,0.05,0,0,0,0,0,0,0.05,0.2,0.45,0.5,0.5,0.35,0.3,0.3,0.3,0.7,0.9,0.7,0.65,0.55,0.35
RestaurantOccupancySun,Fraction,0.2,0.2,0.05,0,0,0,0,0,0,0,0.1,0.2,0.25,0.25,0.15,0.2,0.25,0.35,0.55,0.65,0.7,0.35,0.2,0.2
RestaurantLightsWD,Fraction,0.15,0.15,0.15,0.15,0.15,0.2,0.35,0.35,0.55,0.55,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.45,0.3
RestaurantLightsSat,Fraction,0.2,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.55,0.55,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.45,0.3
RestaurantLightsSun,Fraction,0.2,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.45,0.45,0.65,0.65,0.65,0.65,0.65,0.65,0.55,0.55,0.55,0.55,0.55,0.55,0.45,0.3
RestaurantReceptacleWD,Fraction,0.15,0.15,0.15,0.15,0.15,0.2,0.4,0.4,0.6,0.6,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.3
RestaurantReceptacleSat,Fraction,0.2,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.5,0.3
RestaurantReceptacleSun,Fraction,0.2,0.15,0.15,0.15,0.15,0.15,0.3,0.3,0.5,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.3
RestaurantHVACAvailWD,OnOff,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RestaurantHVACAvailSat,OnOff,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RestaurantHVACAvailSun,OnOff,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RestaurantServiceHotWaterWD,Fraction,0.2,0.15,0.15,0,0,0,0,0.6,0.55,0.45,0.4,0.45,0.4,0.35,0.3,0.3,0.3,0.4,0.55,0.6,0.5,0.55,0.45,0.25
RestaurantServiceHotWaterSat,Fraction,0.2,0.15,0.15,0,0,0,0,0,0,0.5,0.45,0.5,0.5,0.45,0.4,0.4,0.35,0.4,0.55,0.55,0.5,0.55,0.4,0.3
RestaurantServiceHotWaterSun,Fraction,0.25,0.2,0.2,0,0,0,0,0,0,0,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.4,0.5,0.5,0.4,0.5,0.4,0.2
RestaurantElevatorWD,Fraction,0,0,0,0,0,0,0,0,0.12,0.22,0.64,0.74,0.68,0.68,0.71,0.72,0.72,0.73,0.68,0.68,0.58,0.54,0,0
RestaurantElevatorSat,Fraction,0,0,0,0,0,0,0,0,0.12,0.22,0.64,0.74,0.68,0.68,0.71,0.72,0.72,0.73,0.68,0.68,0.58,0.54,0,0
RestaurantElevatorSun,Fraction,0,0,0,0,0,0,0,0,0.12,0.22,0.64,0.74,0.68,0.68,0.71,0.72,0.72,0.73,0.68,0.68,0.58,0.54,0,0
RestaurantExhaustHoodEqualOrLessThan5000cfmWD,Fraction,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
RestaurantExhaustHoodEqualOrLessThan5000cfmSat,Fraction,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
RestaurantExhaustHoodEqualOrLessThan5000cfmSun,Fraction,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
RestaurantExhaustHoodGreaterThan5000cfmWD,Fraction,0,0,0,0,0,0,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,0,0,0,0
RestaurantExhaustHoodGreaterThan5000cfmSat,Fraction,0,0,0,0,0,0,0,0,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,0,0,0,0
RestaurantExhaustHoodGreaterThan5000cfmSun,Fraction,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,0,0,0,0
RestaurantRefrigerationWD,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
RestaurantRefrigerationSat,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
RestaurantRefrigerationSun,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
RestaurantGasEquipWD,Fraction,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.9,0.9,0.9,0.9,0.75,0.5,0.5
RestaurantGasEquipSat,Fraction,0.5,0,0,0,0,0,0,0,0.5,0.5,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.9,0.9,0.9,0.9,0.75,0.75,0.5
RestaurantGasEquipSun,Fraction,0.5,0,0,0,0,0,0,0,0,0.5,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.9,0.9,0.9,0.9,0.75,0.5,0.5
RestaurantHtgSetptWD,Temperature,70,70,70,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
RestaurantHtgSetptSat,Temperature,70,70,70,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
RestaurantHtgSetptSun,Temperature,70,70,70,60,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
RestaurantClgSetptWD,Temperature,75,75,75,85,85,85,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
RestaurantClgSetptSat,Temperature,75,75,75,85,85,85,85,85,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
RestaurantClgSetptSun,Temperature,75,75,75,85,85,85,85,85,85,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
RestaurantInfiltrationWD,Fraction,0.25,0.25,0.25,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
RestaurantInfiltrationSat,Fraction,0.25,0.25,0.25,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
RestaurantInfiltrationSun,Fraction,0.25,0.25,0.25,1,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
RestaurantWtrHtrSetptWD,Temperature,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
RestaurantWtrHtrSetptSat,Temperature,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
RestaurantWtrHtrSetptSun,Temperature,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
RestaurantEscalatorWD,Fraction,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RestaurantEscalatorSat,Fraction,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RestaurantEscalatorSun,Fraction,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RetailOccupancyWD,Fraction,0,0,0,0,0,0,0,0.1,0.2,0.5,0.5,0.7,0.7,0.7,0.7,0.8,0.7,0.5,0.5,0.3,0.3,0,0,0
RetailOccupancySat,Fraction,0,0,0,0,0,0,0,0.1,0.2,0.5,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.2,0.2,0.2,0.1,0,0
RetailOccupancySun,Fraction,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.2,0.1,0,0,0,0,0
RetailLightsWD,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.2,0.5,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.55,0.55,0.5,0.2,0.05,0.05
RetailLightsSat,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.3,0.55,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.3,0.3,0.1,0.05,0.05
RetailLightsSun,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.4,0.4,0.55,0.55,0.55,0.55,0.55,0.4,0.2,0.05,0.05,0.05,0.05,0.05
RetailReceptacleWD,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.2,0.5,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6,0.6,0.5,0.2,0.05,0.05
RetailReceptacleSat,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.3,0.6,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.3,0.3,0.1,0.05,0.05
RetailReceptacleSun,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.4,0.2,0.05,0.05,0.05,0.05,0.05
RetailHVACAvailWD,OnOff,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
RetailHVACAvailSat,OnOff,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
RetailHVACAvailSun,OnOff,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
RetailServiceHotWaterWD,Fraction,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.15,0.23,0.32,0.41,0.57,0.62,0.61,0.5,0.45,0.46,0.47,0.42,0.34,0.33,0.23,0.13,0.08
RetailServiceHotWaterSat,Fraction,0.11,0.1,0.08,0.06,0.06,0.06,0.07,0.2,0.24,0.27,0.42,0.54,0.59,0.6,0.49,0.48,0.47,0.46,0.44,0.36,0.29,0.22,0.16,0.13
RetailServiceHotWaterSun,Fraction,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.1,0.12,0.14,0.29,0.31,0.36,0.36,0.34,0.35,0.37,0.34,0.25,0.27,0.21,0.16,0.1,0.06
RetailElevatorWD,Fraction,0,0,0,0,0,0,0,0.12,0.22,0.64,0.74,0.68,0.68,0.71,0.72,0.72,0.73,0.68,0.68,0.58,0.54,0,0,0
RetailElevatorSat,Fraction,0,0,0,0,0,0,0,0.09,0.21,0.56,0.66,0.68,0.68,0.69,0.7,0.69,0.66,0.58,0.47,0.43,0.43,0.08,0,0
RetailElevatorSun,Fraction,0,0,0,0,0,0,0,0,0,0.11,0.13,0.35,0.37,0.37,0.39,0.41,0.38,0.34,0.03,0,0,0,0,0
RetailRefrigerationWD,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
RetailRefrigerationSat,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
RetailRefrigerationSun,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
RetailGasEquipWD,Fraction,0,0,0,0,0,0,0,0.5,0.5,0.75,0.9,0.9,0.9,0.75,0.75,0.9,0.9,0.9,0.75,0.5,0.5,0,0,0
RetailGasEquipSat,Fraction,0,0,0,0,0,0,0,0.5,0.5,0.75,0.9,0.9,0.9,0.75,0.75,0.9,0.9,0.9,0.75,0.5,0.5,0,0,0
RetailGasEquipSun,Fraction,0,0,0,0,0,0,0,0.5,0.5,0.75,0.9,0.9,0.9,0.75,0.75,0.9,0.9,0.9,0.75,0.5,0.5,0,0,0
RetailHtgSetptWD,Temperature,60,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,60,60,60
RetailHtgSetptSat,Temperature,60,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,60,60
RetailHtgSetptSun,Temperature,60,60,60,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,70,60,60,60,60,60
RetailClgSetptWD,Temperature,85,85,85,85,85,85,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,85,85,85
RetailClgSetptSat,Temperature,85,85,85,85,85,85,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,85,85
RetailClgSetptSun,Temperature,85,85,85,85,85,85,85,85,75,75,75,75,75,75,75,75,75,75,75,85,85,85,85,85
RetailInfiltrationWD,Fraction,1,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1,1,1
RetailInfiltrationSat,Fraction,1,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1,1
RetailInfiltrationSun,Fraction,1,1,1,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1,1,1,1,1
RetailEscalatorWD,Fraction,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
RetailEscalatorSat,Fraction,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
RetailEscalatorSun,Fraction,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
RetailWtrHtrSetptWD,Temperature,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
RetailWtrHtrSetptSat,Temperature,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
RetailWtrHtrSetptSun,Temperature,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
SchoolOccupancyWD,Fraction,0,0,0,0,0,0,0,0.05,0.75,0.9,0.9,0.8,0.8,0.8,0.8,0.45,0.15,0.05,0.15,0.2,0.2,0.1,0,0
SchoolOccupancySat,Fraction,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
SchoolOccupancySun,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SchoolLightsWD,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.3,0.6,0.65,0.65,0.65,0.55,0.55,0.55,0.5,0.35,0.35,0.35,0.35,0.35,0.3,0.05,0.05
SchoolLightsSat,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.15,0.15,0.15,0.15,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
SchoolLightsSun,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
SchoolReceptacleWD,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.3,0.85,0.95,0.95,0.95,0.8,0.8,0.8,0.7,0.5,0.5,0.35,0.35,0.35,0.3,0.05,0.05
SchoolReceptacleSat,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.15,0.15,0.15,0.15,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
SchoolReceptacleSun,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
SchoolHVACAvailWD,OnOff,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
SchoolHVACAvailSat,OnOff,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SchoolHVACAvailSun,OnOff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SchoolServiceHotWaterWD,Fraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.34,0.6,0.63,0.72,0.79,0.83,0.61,0.65,0.1,0.1,0.19,0.25,0.22,0.22,0.12,0.09
SchoolServiceHotWaterSat,Fraction,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
SchoolServiceHotWaterSun,Fraction,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
SchoolElevatorWD,Fraction,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.15,0,0,0,0,0,0,0,0
SchoolElevatorSat,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SchoolElevatorSun,Fraction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SchoolRefrigerationWD,Fraction,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
