Description,Scenario,Building Type,Climate Zone,Template,EUI,Unmet Hours Occupied Cooling,Unmet Hours Occupied Heating,Exterior Equipment,Interior Equipment,Exterior Lighting,Interior Lighting,Refrigeration,Water Systems,Heat Recovery,Humidification,Heat Rejection,Fans,Pumps,Cooling,Heating,Heat Gain Electric Equipment,Heat Gain Gas Equipment,Heat Gain Lights,Heat Gain People,Heat Gain Infiltration,Heat Gain Ground,Heat Gain Walls,Heat Gain Windows,Heat Gain Roof,Heat Loss Infiltration,Heat Loss Ground,Heat Loss Window,Heat Loss Wall,Heat Loss Roof,Sum of Absolute End Use Errors Divided by EUI of Previous Scenario,Sum of End Use Errors Divided by EUI of Previous Scenario,Largest Contributor to Absolute End Use Error,EUI Error Versus Prototype as Percentage
Hospital ASHRAE 169-2006-3B DOE Ref Pre-1980,s2 Prototype - loads,Hospital,ASHRAE 169-2006-3B,DOE Ref Pre-1980,234.7816834,20,135.33,2415189.673,7523118.307,472136.1421,8102234.568,0,1460226.012,0,1506801.745,995985.1864,7571760.282,1690299.14,5437152.911,19524862.07,4848831.57,386485.725,6247020.829,1359650.325,378441.7338,74.7,2391345.3,786600.4035,1352108.6,903734.4381,1598812,223500.8106,2243868.9,1211646.7,0.4438031137696472,-0.2111218296884664,Exterior Lighting,-0.28372292542090394
Hospital ASHRAE 169-2006-3B DOE Ref Pre-1980,s3 Prototype - swh exhaust,Hospital,ASHRAE 169-2006-3B,DOE Ref Pre-1980,233.9502338,20,135.33,2415189.673,7523118.307,472136.1421,8102234.568,0,1298035.546,0,1506801.745,990667.9323,7573902.349,1688744.72,5413827.131,19514312.87,4848831.57,386485.725,6247020.829,1359657.153,378469.6385,74.7,2391358.8,786603.9639,1352130.6,903721.5332,1598812,223496.4474,2243841.8,1211609.5,0.3616931804762338,0.35413735741120805,Water Systems,-0.6368554930322068
Hospital ASHRAE 169-2006-3B DOE Ref Pre-1980,s4 Prototype - setpoints,Hospital,ASHRAE 169-2006-3B,DOE Ref Pre-1980,233.9502338,20,135.33,2415189.673,7523118.307,472136.1421,8102234.568,0,1298035.546,0,1506801.745,990667.9323,7573902.349,1688744.72,5413827.131,19514312.87,4848831.57,386485.725,6247020.829,1359657.153,378469.6385,74.7,2391358.8,786603.9639,1352130.6,903721.5332,1598812,223496.4474,2243841.8,1211609.5,0.0,0.0,NA,-0.6368554930322068
Hospital ASHRAE 169-2006-3B DOE Ref Pre-1980,s5 Prototype - hvac,Hospital,ASHRAE 169-2006-3B,DOE Ref Pre-1980,138.1913693,2102.5,573.33,2415189.673,7523118.307,472136.1421,8102234.568,0,1303144.281,0,0,209382.28,4933644.022,545828.9232,4814512.888,3054027.891,4848831.57,386485.725,6247020.829,1362601.668,328779.993,173.9,2355707.3,773577.0981,1300573.6,946263.5731,921489.6,231992.7148,2304842.3,1303531.4,40.94936434310918,40.93127999604558,Heating,-41.30747905509615
Hospital ASHRAE 169-2006-4A 90.1-2004,s0 Prototype,Hospital,ASHRAE 169-2006-4A,90.1-2004,134.9272278,0,337.5,2421985.522,9665042.827,247693.0481,3787628.864,118780.4415,2105907.469,0,568330.1017,663832.1547,2919940.203,775285.9699,3440339.192,5870144.206,6247555.65,2422847.709,3362007.148,520392.2971,15303.82087,1520,1687759.5,390881.5618,407514.1,197514.6057,521518,225133.5327,2293754.5,667845.3,,,,
Hospital ASHRAE 169-2006-4A 90.1-2004,s1 Prototype - const,Hospital,ASHRAE 169-2006-4A,90.1-2004,141.7115981,2.17,556.83,2421985.522,9665042.827,247693.0481,3787628.864,0,2105319.822,0,709621.1998,663358.2462,3010295.609,813141.7857,3595421.03,7203827.154,6247555.65,2422847.709,3362007.148,521403.8236,61457.10522,9053.7,1690249.1,391877.7468,408479.4,773367.8741,364069.5,222717.488,2287950.6,665216,5.7637388072067735,-5.028171349730012,Heating,5.028169933244575
Hospital ASHRAE 169-2006-4A 90.1-2004,s2 Prototype - loads,Hospital,ASHRAE 169-2006-4A,90.1-2004,141.1598232,4.5,577.83,2421985.522,9640513.32,240906.6775,3787628.864,0,2105461.995,0,709630.678,669519.0574,3004570.793,794924.7406,3538826.869,7176122.459,6201975.157,2422847.709,3362007.148,521448.8455,61461.3238,9329.8,1690363.8,391873.6295,408641.9,773219.2732,364113.8,222709.8058,2287613.1,664726.6,0.4262268906304044,0.3893370762384619,Cooling,4.619227343230126
Hospital ASHRAE 169-2006-4A 90.1-2004,s3 Prototype - swh exhaust,Hospital,ASHRAE 169-2006-4A,90.1-2004,140.5771608,4.17,541.83,2421985.522,9640513.32,240906.6775,3787628.864,0,1966957.479,0,709649.6343,671272.5191,2996827.127,794564.5701,3548977.991,7170075.386,6201975.157,2422847.709,3362007.148,521376.5363,61333.09042,9330.1,1690185.4,391860.3145,408451.7,773575.0109,363908.9,222721.2092,2288072.9,665345.3,0.4827765511634463,0.41282343775832636,Water Systems,4.187392783593524
Hospital ASHRAE 169-2006-4A 90.1-2004,s4 Prototype - setpoints,Hospital,ASHRAE 169-2006-4A,90.1-2004,140.5771608,4.17,541.83,2421985.522,9640513.32,240906.6775,3787628.864,0,1966957.479,0,709649.6343,671272.5191,2996827.127,794564.5701,3548977.991,7170075.386,6201975.157,2422847.709,3362007.148,521376.5363,61333.09042,9330.1,1690185.4,391860.3145,408451.7,773575.0109,363908.9,222721.2092,2288072.9,665345.3,0.0,0.0,NA,4.187392783593524
Hospital ASHRAE 169-2006-4A 90.1-2004,s5 Prototype - hvac,Hospital,ASHRAE 169-2006-4A,90.1-2004,126.1504397,1230.33,1069.17,2421985.522,9640513.32,240906.6775,3787628.864,0,1943897.088,0,0,187430.8355,2271329.991,631435.7656,4612438.278,4727759.187,6201975.157,2422847.709,3362007.148,503966.7149,52768.48934,634.1,1671389.6,388282.2659,393513.5,805493.5392,626299.1,225369.6259,2333924.2,713182.8,16.527422860989272,10.262442811258383,Heating,-6.504830969335307
Hospital ASHRAE 169-2006-4A 90.1-2007,s0 Prototype,Hospital,ASHRAE 169-2006-4A,90.1-2007,125.5494882,0,226.83,2421985.522,8941033.763,247693.0481,3787628.864,118998.4395,2105822.165,0,585864.7184,628857.703,2663081.763,752206.623,3280034.883,4786978.801,5639681.66,2422847.709,3362007.148,547699.0466,15206.46174,4442,1732966.6,390835.8312,393779,198774.3922,457275.4,201653.1152,2176974.6,595840.1,,,,
Hospital ASHRAE 169-2006-4A 90.1-2007,s1 Prototype - const,Hospital,ASHRAE 169-2006-4A,90.1-2007,131.7259602,2.17,264.83,2421985.522,8941033.763,247693.0481,3787628.864,0,2105907.469,0,725971.0451,629322.1334,2752394.57,788858.7111,3428301.915,5982716.445,5639681.66,2422847.709,3362007.148,549579.7458,61280.55945,20386.2,1736877.8,391849.3345,394723.7,778149.517,290575.2,199805.6314,2168841.4,593502.2,5.704529830343811,-4.9195845245989505,Heating,4.9195517150662615
Hospital ASHRAE 169-2006-4A 90.1-2007,s2 Prototype - loads,Hospital,ASHRAE 169-2006-4A,90.1-2007,130.9350528,11.5,291.83,2421985.522,8915622.786,240906.6775,3787628.864,0,2105357.735,0,725980.5233,641226.7164,2747342.705,757031.0122,3333899.33,5943818.031,5594101.168,2422847.709,3362007.148,549597.2562,61209.15452,20942.2,1736924.1,391833.5159,394809,778002.2864,289809.6,199798.8573,2168627.2,593152.9,0.6753519594114779,0.6004485829953199,Cooling,4.28959502520696
Hospital ASHRAE 169-2006-4A 90.1-2007,s3 Prototype - swh exhaust,Hospital,ASHRAE 169-2006-4A,90.1-2007,130.3703656,7.83,237,2421985.522,8915622.786,240906.6775,3787628.864,0,1967355.562,0,725990.0015,643027.5689,2739665.386,756803.5361,3345927.129,5939514.941,5594101.168,2422847.709,3362007.148,549540.5783,61084.39308,20958.7,1736792.9,391819.779,394671.6,778323.7854,289728.5,199809.3029,2168927,593599.1,0.5187983488917044,0.43127286096785367,Water Systems,3.8398224231072753
Hospital ASHRAE 169-2006-4A 90.1-2007,s4 Prototype - setpoints,Hospital,ASHRAE 169-2006-4A,90.1-2007,130.3703656,7.83,237,2421985.522,8915622.786,240906.6775,3787628.864,0,1967355.562,0,725990.0015,643027.5689,2739665.386,756803.5361,3345927.129,5939514.941,5594101.168,2422847.709,3362007.148,549540.5783,61084.39308,20958.7,1736792.9,391819.779,394671.6,778323.7854,289728.5,199809.3029,2168927,593599.1,0.0,0.0,NA,3.8398224231072753
Hospital ASHRAE 169-2006-4A 90.1-2007,s5 Prototype - hvac,Hospital,ASHRAE 169-2006-4A,90.1-2007,116.9832999,1359.5,126,2421985.522,8915622.786,240906.6775,3787628.864,0,1943897.088,0,0,166436.6863,2163534.75,566481.8583,3203508.129,4841459.329,5594101.168,2422847.709,3362007.148,530764.9402,53253.12841,634.9,1723264.4,389382.8585,383498.9,810032.3633,626217.2,201721.7318,2200292,630282.5,10.268461242395128,10.268461242395128,Heating,-6.822957562641818
Hospital ASHRAE 169-2006-4A 90.1-2010,s0 Prototype,Hospital,ASHRAE 169-2006-4A,90.1-2010,98.18841653,12,1761.17,2415189.673,9024034.108,201088.8802,3411771.984,119131.1339,2095472.002,61503.85294,399353.2655,233693.7892,2133498.425,686579.7656,1622530.216,1308632.142,5606554.274,2422847.709,3038703.532,570181.4487,7353.462635,858.1,1719980.8,381913.712,390980.1,115277.9868,518567.9,209241.423,2202214.3,603441.4,,,,
Hospital ASHRAE 169-2006-4A 90.1-2010,s1 Prototype - const,Hospital,ASHRAE 169-2006-4A,90.1-2010,99.67003353,11.33,1599.17,2415189.673,9024034.108,201088.8802,3392417.559,0,2095149.744,61503.85294,471074.587,232035.1092,2153459.454,708294.2558,1650111.694,1665949.718,5606554.274,2422847.709,3019345.519,571541.8902,29439.29414,7023.5,1722746,383021.0981,391714.1,451808.3981,365725.3,207351.8564,2196048.8,601443.3,2.693781553613941,-1.5090341006457326,Heating,1.5089529420685865
Hospital ASHRAE 169-2006-4A 90.1-2010,s2 Prototype - loads,Hospital,ASHRAE 169-2006-4A,90.1-2010,99.46567392,30,1951.17,2415189.673,8990585.642,157167.0349,3392417.559,0,2096050.171,61503.85294,490220.4928,233580.0511,2147431.337,679926.0894,1609042.778,1747841.117,5558440.278,2422847.709,3019345.519,572004.2143,29425.7131,7179.9,1722958.1,383031.276,391813,451533.5793,365707.1,207328.9035,2195516,601080.5,1.0648728617704635,0.20503616197072091,Heating,1.3008228823099044
Hospital ASHRAE 169-2006-4A 90.1-2010,s3 Prototype - swh exhaust,Hospital,ASHRAE 169-2006-4A,90.1-2010,98.90993508,31,1798.33,2415189.673,8990585.642,157167.0349,3392417.559,0,1956986.443,61503.85294,490372.1435,235523.0762,2146464.563,679622.7879,1620113.282,1740808.314,5558440.278,2422847.709,3019345.519,571730.817,29327.82678,7180.7,1722781.9,383018.0213,391621.4,451733.0473,365472.6,207342.6659,2195849.7,601588,0.6682989122041108,0.558684791012319,Water Systems,0.7348306200452459
Hospital ASHRAE 169-2006-4A 90.1-2010,s4 Prototype - setpoints,Hospital,ASHRAE 169-2006-4A,90.1-2010,98.90993508,31,1798.33,2415189.673,8990585.642,157167.0349,3392417.559,0,1956986.443,61503.85294,490372.1435,235523.0762,2146464.563,679622.7879,1620113.282,1740808.314,5558440.278,2422847.709,3019345.519,571730.817,29327.82678,7180.7,1722781.9,383018.0213,391621.4,451733.0473,365472.6,207342.6659,2195849.7,601588,0.0,0.0,NA,0.7348306200452459
Hospital ASHRAE 169-2006-4A 90.1-2010,s5 Prototype - hvac,Hospital,ASHRAE 169-2006-4A,90.1-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital ASHRAE 169-2006-4A 90.1-2013,s0 Prototype,Hospital,ASHRAE 169-2006-4A,90.1-2013,99.56547928,257.17,427.67,2409929.288,9300540.797,201088.8802,3417307.236,119633.4769,2095045.485,119377.5663,373269.3383,224490.4849,2152805.46,677594.4593,1984245.663,969721.174,5656948.757,2663389.6,3056388.76,567699.1288,7265.807112,960.7,1716471.3,381434.3368,379708.8,116558.6669,506179.6,210622.2405,2211380.5,530742.2,,,,
Hospital ASHRAE 169-2006-4A 90.1-2013,s1 Prototype - const,Hospital,ASHRAE 169-2006-4A,90.1-2013,100.8454055,239.83,382.5,2409929.288,9300540.797,201088.8802,3384579.111,0,2093946.017,119756.6932,446165.953,223694.3186,2164890.128,698418.0014,2018120.647,1293040.55,5656948.757,2663389.6,3023656.788,568960.5549,29076.86327,7535.3,1719581.8,382584.8341,380324.5,455867.6251,350973.2,208555.3663,2204277.9,529208.9,2.5686599347974286,-1.2855913561615462,Heating,1.2855120361551897
Hospital ASHRAE 169-2006-4A 90.1-2013,s2 Prototype - loads,Hospital,ASHRAE 169-2006-4A,90.1-2013,100.5160439,246.33,660.83,2409929.288,9265130.349,157167.0349,3384579.111,0,2095329.83,110278.5219,459994.6048,227381.3272,2158179.583,670305.7457,1976445.128,1359890.092,5606876,2663389.6,3023656.788,569435.7896,29093.35114,7635.9,1719810.2,382600.3189,380416,455612.8461,350495.6,208527.6637,2203764.1,528959,1.0308616378113835,0.32667821422060267,Heating,0.9547130460014097
Hospital ASHRAE 169-2006-4A 90.1-2013,s3 Prototype - swh exhaust,Hospital,ASHRAE 169-2006-4A,90.1-2013,99.84951049,183,594.17,2409929.288,9265130.349,157167.0349,3384579.111,0,1956161.842,110382.7818,460553.8169,229665.5664,2124683.726,670144.6167,1993306.795,1351937.906,5606876,2663389.6,3023656.788,569212.8176,29012.73278,7633.8,1719686.1,382594.6368,380346.2,455744.5958,352012.5,208543.6173,2204016.4,529198.8,0.8263223718691509,0.6631116945588332,Water Systems,0.28527077060638284
Hospital ASHRAE 169-2006-4A 90.1-2013,s4 Prototype - setpoints,Hospital,ASHRAE 169-2006-4A,90.1-2013,99.84951049,183,594.17,2409929.288,9265130.349,157167.0349,3384579.111,0,1956161.842,110382.7818,460553.8169,229665.5664,2124683.726,670144.6167,1993306.795,1351937.906,5606876,2663389.6,3023656.788,569212.8176,29012.73278,7633.8,1719686.1,382594.6368,380346.2,455744.5958,352012.5,208543.6173,2204016.4,529198.8,0.0,0.0,NA,0.28527077060638284
Hospital ASHRAE 169-2006-4A 90.1-2013,s5 Prototype - hvac,Hospital,ASHRAE 169-2006-4A,90.1-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital ASHRAE 169-2006-4A DOE Ref 1980-2004,s0 Prototype,Hospital,ASHRAE 169-2006-4A,DOE Ref 1980-2004,225.2263507,0,105.5,2415189.673,7495603.176,325679.4407,8102234.568,119974.6911,1605251.509,0,1017443.766,1040902.24,5925316.64,1956645.229,6177217.996,18210713.63,4937025.305,386485.725,6247020.829,1358579.823,119258.5994,129.6,1682032.5,341265.151,319770.8,927745.2274,1594296.2,365695.3181,2112583.2,534846.6,,,,
Hospital ASHRAE 169-2006-4A DOE Ref 1980-2004,s1 Prototype - const,Hospital,ASHRAE 169-2006-4A,DOE Ref 1980-2004,217.911399,32.17,466.83,2415189.673,7495603.176,325679.4407,8102234.568,0,1605346.291,0,1152621.444,1053972.638,5536910.663,1812501.201,5784489.973,17341062.99,4937025.305,386485.725,6247020.829,1359847.612,212500.2713,129.5,1679504.3,339722.6282,386627.5,1756191.388,1594359.2,363134.922,2110017.3,790646.8,3.7932778192846652,3.2478211808698805,Heating,-3.2478223250810845
Hospital ASHRAE 169-2006-4A DOE Ref 1980-2004,s2 Prototype - loads,Hospital,ASHRAE 169-2006-4A,DOE Ref 1980-2004,217.6132388,30,466.67,2415189.673,7527791.046,471671.7118,8102234.568,0,1605460.029,0,1152621.444,1069621.098,5536398.841,1767972.753,5721223.18,17183412.57,4937025.305,386485.725,6247020.829,1359876.682,212578.5473,129.5,1679526.9,339743.3535,386649,1756185.678,1594359.1,363132.2344,2109998.5,790627.2,0.8739087378133542,0.13684428757054415,Heating,-3.380204792351593
Hospital ASHRAE 169-2006-4A DOE Ref 1980-2004,s3 Prototype - swh exhaust,Hospital,ASHRAE 169-2006-4A,DOE Ref 1980-2004,216.7728801,29.67,466.67,2415189.673,7527791.046,471671.7118,8102234.568,0,1422246.98,0,1152621.444,1068929.192,5538654.646,1765328.343,5712740.217,17173233.01,4937025.305,386485.725,6247020.829,1359875.998,212589.9987,129.5,1679529.3,339746.8409,386650.7,1756183.199,1594358.1,363132.0318,2109994.5,790623.6,0.39477353632005946,0.38618875760852905,Water Systems,-3.75332219064366
Hospital ASHRAE 169-2006-4A DOE Ref 1980-2004,s4 Prototype - setpoints,Hospital,ASHRAE 169-2006-4A,DOE Ref 1980-2004,216.7728801,29.67,466.67,2415189.673,7527791.046,471671.7118,8102234.568,0,1422246.98,0,1152621.444,1068929.192,5538654.646,1765328.343,5712740.217,17173233.01,4937025.305,386485.725,6247020.829,1359875.998,212589.9987,129.5,1679529.3,339746.8409,386650.7,1756183.199,1594358.1,363132.0318,2109994.5,790623.6,0.0,0.0,NA,-3.75332219064366
Hospital ASHRAE 169-2006-4A DOE Ref 1980-2004,s5 Prototype - hvac,Hospital,ASHRAE 169-2006-4A,DOE Ref 1980-2004,140.2863006,2017.5,1285.83,2415189.673,7527791.046,471671.7118,8102234.568,0,1427659.016,0,0,200349.5829,3574616.444,678049.4115,4680434.678,4801148.667,4937025.305,386485.725,6247020.829,1367746.773,177444.1097,340,1662524.6,331015.9291,370821.6,1815591.042,809734.1,370164.0009,2141815.4,837287.6,35.30485933178128,35.2841832295823,Heating,-37.71319378749762
Hospital ASHRAE 169-2006-4A DOE Ref Pre-1980,s0 Prototype,Hospital,ASHRAE 169-2006-4A,DOE Ref Pre-1980,243.0444132,0,122.67,2415189.673,7490930.438,325679.4407,8102234.568,119927.3002,1605033.512,0,1019500.529,1107334.742,6316186.943,2061985.623,6180639.616,21950581.99,4848831.57,386485.725,6247020.829,1360598.544,118714.3207,129.6,1635650.6,521728.811,347229.4,924434.5603,1594445.6,345308.8921,2245905.8,653207.7,,,,
Hospital ASHRAE 169-2006-4A DOE Ref Pre-1980,s1 Prototype - const,Hospital,ASHRAE 169-2006-4A,DOE Ref Pre-1980,241.5739031,29.33,526.83,2415189.673,7490930.438,325679.4407,8102234.568,0,1605042.99,0,1159019.209,1122054.342,6087857.798,1967658.864,5964764.789,22099673.63,4848831.57,386485.725,6247020.829,1362955.251,214085.5168,129.5,1632351.4,520414.4189,571929.5,1747832.897,1594689.3,340538.3199,2234762.2,1289260.9,1.6386297853753438,0.6050213402912893,Fans,-0.6050376063530205
Hospital ASHRAE 169-2006-4A DOE Ref Pre-1980,s2 Prototype - loads,Hospital,ASHRAE 169-2006-4A,DOE Ref Pre-1980,241.1681274,26.83,526.83,2415189.673,7523118.307,471671.7118,8102234.568,0,1604957.686,0,1159019.209,1136413.771,6087383.89,1923101.981,5893299.378,21925711.27,4848831.57,386485.725,6247020.829,1362977.574,214148.0762,129.5,1632377.6,520430.9999,571970,1747828.946,1594688.6,340536.367,2234741.2,1289243.1,0.8280468966560427,0.16798786298727894,Heating,-0.771992976631819
Hospital ASHRAE 169-2006-4A DOE Ref Pre-1980,s3 Prototype - swh exhaust,Hospital,ASHRAE 169-2006-4A,DOE Ref Pre-1980,240.3424471,26.5,526.83,2415189.673,7523118.307,471671.7118,8102234.568,0,1422246.98,0,1159019.209,1135731.343,6089620.738,1920599.744,5885650.494,21917616.91,4848831.57,386485.725,6247020.829,1362977.364,214159.077,129.5,1632381.5,520434.1942,571973.8,1747826.906,1594687.9,340536.2007,2234736.4,1289239.4,0.35004826052374793,0.34236705416439206,Water Systems,-1.1117170168304158
Hospital ASHRAE 169-2006-4A DOE Ref Pre-1980,s4 Prototype - setpoints,Hospital,ASHRAE 169-2006-4A,DOE Ref Pre-1980,240.3424471,26.5,526.83,2415189.673,7523118.307,471671.7118,8102234.568,0,1422246.98,0,1159019.209,1135731.343,6089620.738,1920599.744,5885650.494,21917616.91,4848831.57,386485.725,6247020.829,1362977.364,214159.077,129.5,1632381.5,520434.1942,571973.8,1747826.906,1594687.9,340536.2007,2234736.4,1289239.4,0.0,0.0,NA,-1.1117170168304158
Hospital ASHRAE 169-2006-4A DOE Ref Pre-1980,s5 Prototype - hvac,Hospital,ASHRAE 169-2006-4A,DOE Ref Pre-1980,149.8154948,1941,1420.83,2415189.673,7523118.307,471671.7118,8102234.568,0,1427696.928,0,0,215457.7878,3873728.571,760736.9771,5006929.242,6383690.478,4848831.57,386485.725,6247020.829,1371916.61,179237.5816,339.6,1610171.3,511626.6186,544277.7,1798084.999,809514.4,346634.9879,2275645.4,1358625.3,37.68457609918165,37.66579700024155,Heating,-38.358799189217486
Hospital ASHRAE 169-2006-4B 90.1-2004,s0 Prototype,Hospital,ASHRAE 169-2006-4B,90.1-2004,132.1786362,120.33,140.33,2421985.522,9665042.827,247759.3952,3787628.864,117282.8905,2090552.831,0,974175.9144,471453.7138,3684885.488,585779.4149,2581133.495,5293454.357,6247555.65,2422847.709,3362007.148,517325.3437,16376.13611,1437.7,2280049.9,521985.419,578324.4,136799.65,525337.1,226662.9753,2717673.3,774282,,,,
Hospital ASHRAE 169-2006-4B 90.1-2004,s1 Prototype - const,Hospital,ASHRAE 169-2006-4B,90.1-2004,136.7591251,89.5,165.33,2421985.522,9665042.827,247759.3952,3787628.864,0,2090875.089,0,1173369.16,462430.4948,3786624.177,624469.3097,2707828.209,6059309.547,6247555.65,2422847.709,3362007.148,517869.3342,65658.71219,8767.4,2282304.3,522851.3917,579419.7,535981.7343,363119.3,225158.9904,2711356,771857.5,4.256741225289644,-3.4653776936583394,Heating,3.4653776371767364
Hospital ASHRAE 169-2006-4B 90.1-2004,s2 Prototype - loads,Hospital,ASHRAE 169-2006-4B,90.1-2004,136.4310979,90.5,179.33,2421985.522,9640513.32,240887.7211,3787628.864,0,2090751.873,0,1173378.639,463662.6571,3779373.376,617464.9412,2683725.22,6048722.429,6201975.157,2422847.709,3362007.148,517942.4603,65705.21807,9034.4,2282462.6,522858.3116,579613.9,535866.5621,363096.3,225148.7366,2711012.1,771360.9,0.2474052041781677,0.2398863306973405,Interior Equipment,3.217208031686436
Hospital ASHRAE 169-2006-4B 90.1-2004,s3 Prototype - swh exhaust,Hospital,ASHRAE 169-2006-4B,90.1-2004,135.8348953,91.17,163.33,2421985.522,9640513.32,240887.7211,3787628.864,0,1954351.511,0,1173407.073,464771.6031,3771658.145,616081.1282,2688777.085,6044049.691,6201975.157,2422847.709,3362007.148,517886.5532,65596.56812,9032.8,2282298.7,522850.7091,579444.1,536080.7385,363105,225161.2039,2711381.8,771861.9,0.47456883645841463,0.4369991676675342,Water Systems,2.7661498144584407
Hospital ASHRAE 169-2006-4B 90.1-2004,s4 Prototype - setpoints,Hospital,ASHRAE 169-2006-4B,90.1-2004,135.8348953,91.17,163.33,2421985.522,9640513.32,240887.7211,3787628.864,0,1954351.511,0,1173407.073,464771.6031,3771658.145,616081.1282,2688777.085,6044049.691,6201975.157,2422847.709,3362007.148,517886.5532,65596.56812,9032.8,2282298.7,522850.7091,579444.1,536080.7385,363105,225161.2039,2711381.8,771861.9,0.0,0.0,NA,2.7661498144584407
Hospital ASHRAE 169-2006-4B 90.1-2004,s5 Prototype - hvac,Hospital,ASHRAE 169-2006-4B,90.1-2004,111.1008279,1126.83,798.33,2421985.522,9640513.32,240887.7211,3787628.864,0,1931774.507,0,0,95141.88254,2721656.861,321954.5194,2195267.667,3474034.091,6201975.157,2422847.709,3362007.148,502555.7549,57248.50391,647.2,2264012.8,519248.0979,565174.9,558524.9331,604466,228213.5652,2749546.2,810963.6,18.20889640192408,18.20889640192408,Heating,-15.94645617927778
Hospital ASHRAE 169-2006-4B 90.1-2007,s0 Prototype,Hospital,ASHRAE 169-2006-4B,90.1-2007,123.2848917,85.83,108,2421985.522,8941033.763,247759.3952,3787628.864,117396.6285,2091263.694,0,1001141.312,445530.9156,3411383.379,558197.9367,2449311.09,4300663.314,5639681.66,2422847.709,3362007.148,545307.957,16374.67495,4406.9,2322892,521621.6783,553088.9,138043.8041,459228.4,203674.3031,2645217.5,705247,,,,
Hospital ASHRAE 169-2006-4B 90.1-2007,s1 Prototype - const,Hospital,ASHRAE 169-2006-4B,90.1-2007,126.9731765,75.17,100.67,2421985.522,8941033.763,247759.3952,3787628.864,0,2090429.615,0,1200031.256,444725.271,3486128.238,576651.936,2522823.785,4944818.786,5639681.66,2422847.709,3362007.148,546212.4757,65484.47412,20354.1,2326356.8,522480.7442,553856.2,538721.9481,286695,202258.0526,2637444.4,703408.2,3.791294482316663,-2.991676241570695,Heating,2.9916762298619837
Hospital ASHRAE 169-2006-4B 90.1-2007,s2 Prototype - loads,Hospital,ASHRAE 169-2006-4B,90.1-2007,126.6836899,74.67,110.83,2421985.522,8915622.786,240887.7211,3787628.864,0,2090581.266,0,1200012.3,442061.9049,3479474.561,577637.6658,2516103.762,4922099.609,5594101.168,2422847.709,3362007.148,546324.8538,65531.42585,20984.7,2326477.2,522488.7171,554003.3,538600.2977,285673.2,202247.902,2637196.6,703020.2,0.23543957838002824,0.22802123641199576,Interior Equipment,2.7568651382446685
Hospital ASHRAE 169-2006-4B 90.1-2007,s3 Prototype - swh exhaust,Hospital,ASHRAE 169-2006-4B,90.1-2007,126.0969066,74.33,99.83,2421985.522,8915622.786,240887.7211,3787628.864,0,1954759.073,0,1200021.778,443028.6784,3471825.677,576263.331,2521165.106,4919199.289,5594101.168,2422847.709,3362007.148,546281.1325,65429.10237,20983,2326360.2,522481.2868,553886.6,538801.4318,285679.1,202259.3993,2637441.7,703383.8,0.5026568769739596,0.46318785322808087,Water Systems,2.280907953297895
Hospital ASHRAE 169-2006-4B 90.1-2007,s4 Prototype - setpoints,Hospital,ASHRAE 169-2006-4B,90.1-2007,126.0969066,74.33,99.83,2421985.522,8915622.786,240887.7211,3787628.864,0,1954759.073,0,1200021.778,443028.6784,3471825.677,576263.331,2521165.106,4919199.289,5594101.168,2422847.709,3362007.148,546281.1325,65429.10237,20983,2326360.2,522481.2868,553886.6,538801.4318,285679.1,202259.3993,2637441.7,703383.8,0.0,0.0,NA,2.280907953297895
Hospital ASHRAE 169-2006-4B 90.1-2007,s5 Prototype - hvac,Hospital,ASHRAE 169-2006-4B,90.1-2007,104.4250151,1238.33,77.33,2421985.522,8915622.786,240887.7211,3787628.864,0,1931765.029,0,0,85881.70927,2591502.614,291700.1969,1554012.516,3397640.031,5594101.168,2422847.709,3362007.148,530086.2448,58067.86592,645.9,2314400.1,520182.3504,543762.9,559124.6099,605726.7,203944.8946,2661851.1,733418,17.18670097800144,17.18670097800144,Heating,-15.297800354883229
Hospital ASHRAE 169-2006-4B 90.1-2010,s0 Prototype,Hospital,ASHRAE 169-2006-4B,90.1-2010,102.0075511,160,1392.5,2415189.673,9024034.108,201145.7493,3411923.635,117538.8011,2080619.708,0,1405840.266,319111.0681,2604895.27,511072.4694,1289097.631,1254341.177,5606554.274,2422847.709,3038857.061,568395.5229,8041.379632,847.1,2308982.7,512276.1344,549885,80866.54737,516436.7,211941.0323,2670894.2,714037.4,,,,
Hospital ASHRAE 169-2006-4B 90.1-2010,s1 Prototype - const,Hospital,ASHRAE 169-2006-4B,90.1-2010,102.8769135,105.67,1196.33,2415189.673,9024034.108,201145.7493,3392806.164,0,2081482.222,0,1503910.903,316040.1406,2625225.947,522778.0109,1301144.386,1461022.178,5606554.274,2422847.709,3019733.894,568782.4124,32082.70875,7052.7,2311054,513120.8075,550477.6,317208.1246,360036,210514.6968,2665690.1,712512,1.986718525221087,-0.8523302176278147,Heating,0.8522529858086214
